fighter1_name,fighter2_name,fighter1_odds,fighter2_odds,fighter1_implied_prob,fighter2_implied_prob,opening_odds_f1,opening_odds_f2,line_movement_f1,line_movement_f2,odds_spread,event_name,source,f1_is_favorite,is_competitive_matchup,has_heavy_favorite,big_line_movement
Chris Leben,Andrew Craig,257,-336,0.2801120448179272,0.7706422018348624,248,-327,9,-9,0.49053015701693525,UFC 162: Silva vs Weidman ,Synthetic,0,0,1,0
Norman Parke,Kazuki Tokudome,252,-328,0.2840909090909091,0.7663551401869159,225,-301,27,-27,0.48226423109600675,UFC 162: Silva vs Weidman ,Synthetic,0,0,1,0
Gabriel Gonzaga,Dave Herman,253,-330,0.28328611898017,0.7674418604651163,272,-349,-19,19,0.48415574148494633,UFC 162: Silva vs Weidman ,Synthetic,0,0,1,0
Edson Barboza,Rafaello Oliveira,249,-323,0.28653295128939826,0.7635933806146572,252,-326,-3,3,0.47706042932525894,UFC 162: Silva vs Weidman ,Synthetic,0,0,1,0
Seth Baczynski,Brian Melancon,-380,287,0.7916666666666666,0.25839793281653745,-409,316,29,-29,0.5332687338501292,UFC 162: Silva vs Weidman ,Synthetic,1,0,1,0
Mike Pierce,David Mitchell,144,-178,0.4098360655737705,0.6402877697841727,158,-192,-14,14,0.23045170421040218,UFC 162: Silva vs Weidman ,Synthetic,0,0,0,0
Rashad Evans,Dan Henderson,253,-329,0.28328611898017,0.7668997668997669,229,-305,24,-24,0.48361364791959693,UFC 161: Evans vs Henderson ,Synthetic,0,0,1,0
Roy Nelson,Stipe Miocic,122,-150,0.45045045045045046,0.6,109,-137,13,-13,0.14954954954954952,UFC 161: Evans vs Henderson ,Synthetic,0,0,0,0
Ryan Jimmo,Igor Pokrajac,-245,194,0.7101449275362319,0.3401360544217687,-258,207,13,-13,0.37000887311446323,UFC 161: Evans vs Henderson ,Synthetic,1,0,1,0
Alexis Davis,Rosi Sexton,-286,223,0.7409326424870466,0.30959752321981426,-296,233,10,-10,0.43133511926723234,UFC 161: Evans vs Henderson ,Synthetic,1,0,1,0
Pat Barry,Shawn Jordan,-288,224,0.7422680412371134,0.30864197530864196,-307,243,19,-19,0.43362606592847147,UFC 161: Evans vs Henderson ,Synthetic,1,0,1,0
Jake Shields,Tyron Woodley,-329,253,0.7668997668997669,0.28328611898017,-318,242,-11,11,0.48361364791959693,UFC 161: Evans vs Henderson ,Synthetic,1,0,1,0
Sam Stout,James Krause,-171,138,0.6309963099630996,0.42016806722689076,-163,130,-8,8,0.21082824273620887,UFC 161: Evans vs Henderson ,Synthetic,1,0,0,0
Sean Pierson,Kenny Robertson,292,-389,0.25510204081632654,0.7955010224948875,300,-397,-8,8,0.540398981678561,UFC 161: Evans vs Henderson ,Synthetic,0,0,1,0
Roland Delorme,Edwin Figueroa,-322,248,0.7630331753554502,0.28735632183908044,-303,229,-19,19,0.4756768535163698,UFC 161: Evans vs Henderson ,Synthetic,1,0,1,0
Mitch Clarke,John Maguire,-313,242,0.7578692493946732,0.29239766081871343,-322,251,9,-9,0.4654715885759597,UFC 161: Evans vs Henderson ,Synthetic,1,0,1,0
Yves Jabouin,Dustin Pague,156,-194,0.390625,0.6598639455782312,172,-210,-16,16,0.26923894557823125,UFC 161: Evans vs Henderson ,Synthetic,0,0,0,0
Antonio Rodrigo Nogueira,Fabricio Werdum,-362,275,0.7835497835497836,0.26666666666666666,-349,262,-13,13,0.5168831168831169,UFC on FUEL TV: Nogueira vs. Werdum ,Synthetic,1,0,1,0
William Macario,Leonardo Santos,234,-301,0.2994011976047904,0.7506234413965087,258,-325,-24,24,0.4512222437917183,UFC on FUEL TV: Nogueira vs. Werdum ,Synthetic,0,0,1,0
Thiago Silva,Rafael Cavalcante,-254,200,0.7175141242937854,0.3333333333333333,-240,186,-14,14,0.38418079096045205,UFC on FUEL TV: Nogueira vs. Werdum ,Synthetic,1,0,1,0
Erick Silva,Jason High,-186,150,0.6503496503496503,0.4,-195,159,9,-9,0.2503496503496503,UFC on FUEL TV: Nogueira vs. Werdum ,Synthetic,1,0,0,0
Daniel Sarafian,Eddie Mendez,-318,245,0.7607655502392344,0.2898550724637681,-345,272,27,-27,0.4709104777754663,UFC on FUEL TV: Nogueira vs. Werdum ,Synthetic,1,0,1,0
Rony Jason,Mike Wilkinson,-391,294,0.7963340122199593,0.25380710659898476,-420,323,29,-29,0.5425269056209745,UFC on FUEL TV: Nogueira vs. Werdum ,Synthetic,1,0,1,0
Raphael Assuncao,Vaughan Lee,-151,123,0.601593625498008,0.4484304932735426,-157,129,6,-6,0.15316313222446537,UFC on FUEL TV: Nogueira vs. Werdum ,Synthetic,1,0,0,0
Godofredo Pepey,Felipe Arantes,-238,189,0.7041420118343196,0.3460207612456747,-220,171,-18,18,0.35812125058864486,UFC on FUEL TV: Nogueira vs. Werdum ,Synthetic,1,0,1,0
Ildemar Alcantara,Leandro Silva,-362,275,0.7835497835497836,0.26666666666666666,-381,294,19,-19,0.5168831168831169,UFC on FUEL TV: Nogueira vs. Werdum ,Synthetic,1,0,1,0
Rodrigo Damm,Mizuto Hirota,-226,180,0.6932515337423313,0.35714285714285715,-205,159,-21,21,0.33610867659947413,UFC on FUEL TV: Nogueira vs. Werdum ,Synthetic,1,0,0,0
Caio Magalhaes,Karlos Vemola,-214,171,0.6815286624203821,0.36900369003690037,-236,193,22,-22,0.31252497238348176,UFC on FUEL TV: Nogueira vs. Werdum ,Synthetic,1,0,0,0
Antonio Braga Neto,Anthony Smith,231,-298,0.3021148036253776,0.7487437185929648,237,-304,-6,6,0.4466289149675872,UFC on FUEL TV: Nogueira vs. Werdum ,Synthetic,0,0,1,0
Cain Velasquez,Antonio Silva,163,-204,0.38022813688212925,0.6710526315789473,140,-181,23,-23,0.2908244946968181,UFC 160: Velasquez vs Silva 2 ,Synthetic,0,0,0,0
Junior Dos Santos,Mark Hunt,-276,216,0.7340425531914894,0.31645569620253167,-280,220,4,-4,0.4175868569889577,UFC 160: Velasquez vs Silva 2 ,Synthetic,1,0,1,0
Glover Teixeira,James Te Huna,-275,215,0.7333333333333333,0.31746031746031744,-285,225,10,-10,0.41587301587301584,UFC 160: Velasquez vs Silva 2 ,Synthetic,1,0,1,0
Gray Maynard,TJ Grant,186,-235,0.34965034965034963,0.7014925373134329,162,-211,24,-24,0.35184218766308323,UFC 160: Velasquez vs Silva 2 ,Synthetic,0,0,1,0
Donald Cerrone,KJ Noons,-303,235,0.7518610421836228,0.29850746268656714,-281,213,-22,22,0.4533535794970557,UFC 160: Velasquez vs Silva 2 ,Synthetic,1,0,1,0
Mike Pyle,Rick Story,158,-197,0.3875968992248062,0.6632996632996633,188,-227,-30,30,0.27570276407485705,UFC 160: Velasquez vs Silva 2 ,Synthetic,0,0,0,0
Dennis Bermudez,Max Holloway,-267,210,0.7275204359673024,0.3225806451612903,-289,232,22,-22,0.4049397908060121,UFC 160: Velasquez vs Silva 2 ,Synthetic,1,0,1,0
Colton Smith,Robert Whittaker,-229,182,0.6960486322188449,0.3546099290780142,-232,185,3,-3,0.34143870314083075,UFC 160: Velasquez vs Silva 2 ,Synthetic,1,0,0,0
Khabib Nurmagomedov,Abel Trujillo,-227,181,0.6941896024464832,0.35587188612099646,-212,166,-15,15,0.33831771632548674,UFC 160: Velasquez vs Silva 2 ,Synthetic,1,0,0,0
Stephen Thompson,Nah-Shon Burrell,181,-228,0.35587188612099646,0.6951219512195121,193,-240,-12,12,0.3392500650985157,UFC 160: Velasquez vs Silva 2 ,Synthetic,0,0,0,0
Brian Bowles,George Roop,-140,114,0.5833333333333334,0.4672897196261682,-125,99,-15,15,0.11604361370716515,UFC 160: Velasquez vs Silva 2 ,Synthetic,1,0,0,0
Jeremy Stephens,Estevan Payan,-366,277,0.7854077253218884,0.26525198938992045,-361,272,-5,5,0.520155735931968,UFC 160: Velasquez vs Silva 2 ,Synthetic,1,0,1,0
Vitor Belfort,Luke Rockhold,191,-241,0.3436426116838488,0.7067448680351907,220,-270,-29,29,0.36310225635134186,UFC on FX: Belfort vs. Rockhold ,Synthetic,0,0,1,0
Jacare Souza,Chris Camozzi,-292,227,0.7448979591836735,0.3058103975535168,-278,213,-14,14,0.4390875616301567,UFC on FX: Belfort vs. Rockhold ,Synthetic,1,0,1,0
Rafael Dos Anjos,Evan Dunham,-137,111,0.5780590717299579,0.47393364928909953,-121,95,-16,16,0.10412542244085832,UFC on FX: Belfort vs. Rockhold ,Synthetic,1,0,0,0
Rafael Natal,Joao Zeferino,-153,124,0.6047430830039525,0.44642857142857145,-152,123,-1,1,0.15831451157538107,UFC on FX: Belfort vs. Rockhold ,Synthetic,1,0,0,0
Hacran Dias,Nik Lentz,-357,271,0.7811816192560175,0.2695417789757412,-381,295,24,-24,0.5116398402802762,UFC on FX: Belfort vs. Rockhold ,Synthetic,1,0,1,0
Francisco Trinaldo,Mike Rio,147,-182,0.4048582995951417,0.6453900709219859,142,-177,5,-5,0.24053177132684417,UFC on FX: Belfort vs. Rockhold ,Synthetic,0,0,0,0
Gleison Tibau,John Cholish,-156,126,0.609375,0.4424778761061947,-130,100,-26,26,0.1668971238938053,UFC on FX: Belfort vs. Rockhold ,Synthetic,1,0,0,0
Paulo Thiago,Michel Prazeres,-166,134,0.6240601503759399,0.42735042735042733,-141,109,-25,25,0.19670972302551254,UFC on FX: Belfort vs. Rockhold ,Synthetic,1,0,0,0
Iuri Alcantara,Iliarde Santos,117,-144,0.4608294930875576,0.5901639344262295,132,-159,-15,15,0.1293344413386719,UFC on FX: Belfort vs. Rockhold ,Synthetic,0,0,0,0
Fabio Maldonado,Roger Hollett,-365,277,0.7849462365591398,0.26525198938992045,-382,294,17,-17,0.5196942471692193,UFC on FX: Belfort vs. Rockhold ,Synthetic,1,0,1,0
John Lineker,Azamat Gashimov,-376,284,0.7899159663865546,0.2604166666666667,-388,296,12,-12,0.529499299719888,UFC on FX: Belfort vs. Rockhold ,Synthetic,1,0,1,0
Jussier Formiga,Chris Cariaso,-327,251,0.765807962529274,0.2849002849002849,-325,249,-2,2,0.48090767762898906,UFC on FX: Belfort vs. Rockhold ,Synthetic,1,0,1,0
Lucas Martins,Jeremy Larsen,128,-158,0.43859649122807015,0.6124031007751938,103,-133,25,-25,0.17380660954712362,UFC on FX: Belfort vs. Rockhold ,Synthetic,0,0,0,0
Jon Jones,Chael Sonnen,155,-193,0.39215686274509803,0.658703071672355,156,-194,-1,1,0.26654620892725694,UFC 159: Jones vs Sonnen ,Synthetic,0,0,0,0
Michael Bisping,Alan Belcher,-295,229,0.7468354430379747,0.303951367781155,-286,220,-9,9,0.44288407525681966,UFC 159: Jones vs Sonnen ,Synthetic,1,0,1,0
Roy Nelson,Cheick Kongo,-395,296,0.797979797979798,0.25252525252525254,-400,301,5,-5,0.5454545454545454,UFC 159: Jones vs Sonnen ,Synthetic,1,0,1,0
Phil Davis,Vinny Magalhaes,205,-261,0.32786885245901637,0.7229916897506925,221,-277,-16,16,0.39512283729167613,UFC 159: Jones vs Sonnen ,Synthetic,0,0,1,0
Jim Miller,Pat Healy,205,-261,0.32786885245901637,0.7229916897506925,176,-232,29,-29,0.39512283729167613,UFC 159: Jones vs Sonnen ,Synthetic,0,0,1,0
Rustam Khabilov,Yancy Medeiros,-161,130,0.6168582375478927,0.43478260869565216,-185,154,24,-24,0.18207562885224055,UFC 159: Jones vs Sonnen ,Synthetic,1,0,0,0
Gian Villante,Ovince Saint Preux,-299,232,0.7493734335839599,0.30120481927710846,-305,238,6,-6,0.44816861430685145,UFC 159: Jones vs Sonnen ,Synthetic,1,0,1,0
Sara McMann,Sheila Gaff,-263,207,0.7245179063360881,0.3257328990228013,-273,217,10,-10,0.39878500731328687,UFC 159: Jones vs Sonnen ,Synthetic,1,0,1,0
Bryan Caraway,Johnny Bedford,-204,163,0.6710526315789473,0.38022813688212925,-223,182,19,-19,0.2908244946968181,UFC 159: Jones vs Sonnen ,Synthetic,1,0,0,0
Leonard Garcia,Cody McKenzie,216,-276,0.31645569620253167,0.7340425531914894,230,-290,-14,14,0.4175868569889577,UFC 159: Jones vs Sonnen ,Synthetic,0,0,1,0
Steven Siler,Kurt Holobaugh,-170,137,0.6296296296296297,0.4219409282700422,-175,142,5,-5,0.20768870135958745,UFC 159: Jones vs Sonnen ,Synthetic,1,0,0,0
Benson Henderson,Gilbert Melendez,151,-188,0.398406374501992,0.6527777777777778,145,-182,6,-6,0.2543714032757858,UFC on FOX: Henderson vs Melendez ,Synthetic,0,0,0,0
Frank Mir,Daniel Cormier,-335,257,0.7701149425287356,0.2801120448179272,-308,230,-27,27,0.4900028977108084,UFC on FOX: Henderson vs Melendez ,Synthetic,1,0,1,0
Nate Diaz,Josh Thomson,249,-324,0.28653295128939826,0.7641509433962265,254,-329,-5,5,0.4776179921068282,UFC on FOX: Henderson vs Melendez ,Synthetic,0,0,1,0
Matt Brown,Jordan Mein,180,-226,0.35714285714285715,0.6932515337423313,183,-229,-3,3,0.33610867659947413,UFC on FOX: Henderson vs Melendez ,Synthetic,0,0,0,0
Chad Mendes,Darren Elkins,-337,258,0.7711670480549199,0.27932960893854747,-324,245,-13,13,0.4918374391163724,UFC on FOX: Henderson vs Melendez ,Synthetic,1,0,1,0
Francis Carmont,Lorenz Larkin,126,-155,0.4424778761061947,0.6078431372549019,99,-128,27,-27,0.1653652611487072,UFC on FOX: Henderson vs Melendez ,Synthetic,0,0,0,0
Ramsey Nijem,Myles Jury,279,-369,0.2638522427440633,0.7867803837953091,264,-354,15,-15,0.5229281410512459,UFC on FOX: Henderson vs Melendez ,Synthetic,0,0,1,0
Joseph Benavidez,Darren Uyenoyama,121,-149,0.45248868778280543,0.5983935742971888,118,-146,3,-3,0.14590488651438333,UFC on FOX: Henderson vs Melendez ,Synthetic,0,0,0,0
Tim Means,Jorge Masvidal,-391,294,0.7963340122199593,0.25380710659898476,-410,313,19,-19,0.5425269056209745,UFC on FOX: Henderson vs Melendez ,Synthetic,1,0,1,0
TJ Dillashaw,Hugo Viana,241,-312,0.2932551319648094,0.7572815533980582,236,-307,5,-5,0.46402642143324885,UFC on FOX: Henderson vs Melendez ,Synthetic,0,0,1,0
Anthony Njokuani,Roger Bowling,264,-345,0.27472527472527475,0.7752808988764045,266,-347,-2,2,0.5005556241511298,UFC on FOX: Henderson vs Melendez ,Synthetic,0,0,1,0
Clifford Starks,Yoel Romero,-375,283,0.7894736842105263,0.26109660574412535,-393,301,18,-18,0.528377078466401,UFC on FOX: Henderson vs Melendez ,Synthetic,1,0,1,0
Urijah Faber,Scott Jorgensen,245,-317,0.2898550724637681,0.7601918465227818,268,-340,-23,23,0.4703367740590137,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Synthetic,0,0,1,0
Uriah Hall,Kelvin Gastelum,212,-270,0.32051282051282054,0.7297297297297297,232,-290,-20,20,0.4092169092169092,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Synthetic,0,0,1,0
Miesha Tate,Cat Zingano,293,-390,0.2544529262086514,0.7959183673469388,281,-378,12,-12,0.5414654411382873,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Synthetic,0,0,1,0
Travis Browne,Gabriel Gonzaga,-149,121,0.5983935742971888,0.45248868778280543,-130,102,-19,19,0.14590488651438333,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Synthetic,1,0,0,0
Robert McDaniel,Gilbert Smith,-155,126,0.6078431372549019,0.4424778761061947,-171,142,16,-16,0.1653652611487072,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Synthetic,1,0,0,0
Josh Samman,Kevin Casey,-157,127,0.6108949416342413,0.44052863436123346,-187,157,30,-30,0.17036630727300783,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Synthetic,1,0,0,0
Luke Barnatt,Collin Hart,-296,230,0.7474747474747475,0.30303030303030304,-285,219,-11,11,0.4444444444444445,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Synthetic,1,0,1,0
Dylan Andrews,Jimmy Quinlan,-256,202,0.7191011235955056,0.33112582781456956,-241,187,-15,15,0.38797529578093604,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Synthetic,1,0,1,0
Bristol Marunde,Clint Hester,-190,153,0.6551724137931034,0.3952569169960474,-186,149,-4,4,0.259915496797056,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Synthetic,1,0,0,0
Cole Miller,Bart Palaszewski,-145,118,0.5918367346938775,0.45871559633027525,-166,139,21,-21,0.1331211383636023,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Synthetic,1,0,0,0
Sam Sicilia,Maximo Blanco,-182,147,0.6453900709219859,0.4048582995951417,-212,177,30,-30,0.24053177132684417,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Synthetic,1,0,0,0
Justin Lawrence,Daniel Pineda,-176,142,0.6376811594202898,0.4132231404958678,-193,159,17,-17,0.22445801892442202,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Synthetic,1,0,0,0
Gegard Mousasi,Ilir Latifi,-201,161,0.6677740863787376,0.3831417624521073,-186,146,-15,15,0.2846323239266303,UFC on FUEL TV: Mousasi vs Latifi ,Synthetic,1,0,0,0
Ryan Couture,Ross Pearson,-205,164,0.6721311475409836,0.3787878787878788,-213,172,8,-8,0.2933432687531048,UFC on FUEL TV: Mousasi vs Latifi ,Synthetic,1,0,0,0
Matt Mitrione,Philip De Fries,-173,140,0.6336996336996337,0.4166666666666667,-195,162,22,-22,0.21703296703296698,UFC on FUEL TV: Mousasi vs Latifi ,Synthetic,1,0,0,0
Brad Pickett,Mike Easton,189,-239,0.3460207612456747,0.7050147492625368,216,-266,-27,27,0.3589939880168621,UFC on FUEL TV: Mousasi vs Latifi ,Synthetic,0,0,1,0
Diego Brandao,Pablo Garza,249,-324,0.28653295128939826,0.7641509433962265,272,-347,-23,23,0.4776179921068282,UFC on FUEL TV: Mousasi vs Latifi ,Synthetic,0,0,1,0
Akira Corassani,Robert Peralta,186,-234,0.34965034965034963,0.7005988023952096,206,-254,-20,20,0.3509484527448599,UFC on FUEL TV: Mousasi vs Latifi ,Synthetic,0,0,1,0
Reza Madadi,Michael Johnson,-307,238,0.7542997542997543,0.2958579881656805,-316,247,9,-9,0.4584417661340738,UFC on FUEL TV: Mousasi vs Latifi ,Synthetic,1,0,1,0
Tor Troeng,Adam Cella,214,-273,0.3184713375796178,0.7319034852546917,208,-267,6,-6,0.4134321476750739,UFC on FUEL TV: Mousasi vs Latifi ,Synthetic,0,0,1,0
Chris Spang,Adlan Amagov,-251,198,0.7150997150997151,0.33557046979865773,-226,173,-25,25,0.3795292453010574,UFC on FUEL TV: Mousasi vs Latifi ,Synthetic,1,0,1,0
Marcus Brimage,Conor McGregor,-333,255,0.76905311778291,0.28169014084507044,-342,264,9,-9,0.48736297693783953,UFC on FUEL TV: Mousasi vs Latifi ,Synthetic,1,0,1,0
Ben Alloway,Ryan LaFlare,-163,132,0.6197718631178707,0.43103448275862066,-144,113,-19,19,0.18873738035925003,UFC on FUEL TV: Mousasi vs Latifi ,Synthetic,1,0,0,0
Michael Kuiper,Tom Lawlor,-349,266,0.77728285077951,0.273224043715847,-371,288,22,-22,0.5040588070636629,UFC on FUEL TV: Mousasi vs Latifi ,Synthetic,1,0,1,0
Papy Abedi,Besam Yousef,250,-325,0.2857142857142857,0.7647058823529411,239,-314,11,-11,0.4789915966386554,UFC on FUEL TV: Mousasi vs Latifi ,Synthetic,0,0,1,0
Georges St-Pierre,Nick Diaz,-301,234,0.7506234413965087,0.2994011976047904,-315,248,14,-14,0.4512222437917183,UFC 158: St-Pierre vs Diaz ,Synthetic,1,0,1,0
Carlos Condit,Johny Hendricks,255,-332,0.28169014084507044,0.7685185185185185,251,-328,4,-4,0.48682837767344805,UFC 158: St-Pierre vs Diaz ,Synthetic,0,0,1,0
Jake Ellenberger,Nate Marquardt,220,-281,0.3125,0.7375328083989501,229,-290,-9,9,0.4250328083989501,UFC 158: St-Pierre vs Diaz ,Synthetic,0,0,1,0
Nick Ring,Chris Camozzi,243,-315,0.2915451895043732,0.7590361445783133,213,-285,30,-30,0.46749095507394006,UFC 158: St-Pierre vs Diaz ,Synthetic,0,0,1,0
Mike Ricci,Colin Fletcher,195,-247,0.3389830508474576,0.7118155619596542,194,-246,1,-1,0.3728325111121966,UFC 158: St-Pierre vs Diaz ,Synthetic,0,0,1,0
Patrick Cote,Bobby Voelker,-373,282,0.7885835095137421,0.2617801047120419,-364,273,-9,9,0.5268034048017003,UFC 158: St-Pierre vs Diaz ,Synthetic,1,0,1,0
Antonio Carvalho,Darren Elkins,-302,234,0.7512437810945274,0.2994011976047904,-274,206,-28,28,0.451842583489737,UFC 158: St-Pierre vs Diaz ,Synthetic,1,0,1,0
Dan Miller,Jordan Mein,285,-377,0.2597402597402597,0.790356394129979,293,-385,-8,8,0.5306161343897193,UFC 158: St-Pierre vs Diaz ,Synthetic,0,0,1,0
John Makdessi,Daron Cruickshank,-238,189,0.7041420118343196,0.3460207612456747,-242,193,4,-4,0.35812125058864486,UFC 158: St-Pierre vs Diaz ,Synthetic,1,0,1,0
Rick Story,Quinn Mulhern,-219,175,0.6865203761755486,0.36363636363636365,-240,196,21,-21,0.322884012539185,UFC 158: St-Pierre vs Diaz ,Synthetic,1,0,0,0
TJ Dillashaw,Issei Tamura,259,-338,0.2785515320334262,0.771689497716895,244,-323,15,-15,0.4931379656834688,UFC 158: St-Pierre vs Diaz ,Synthetic,0,0,1,0
George Roop,Reuben Duran,-136,111,0.576271186440678,0.47393364928909953,-151,126,15,-15,0.10233753715157845,UFC 158: St-Pierre vs Diaz ,Synthetic,1,0,0,0
Wanderlei Silva,Brian Stann,-267,210,0.7275204359673024,0.3225806451612903,-273,216,6,-6,0.4049397908060121,UFC on FUEL TV: Silva vs. Stann ,Synthetic,1,0,1,0
Stefan Struve,Mark Hunt,-353,269,0.7792494481236203,0.27100271002710025,-350,266,-3,3,0.5082467380965201,UFC on FUEL TV: Silva vs. Stann ,Synthetic,1,0,1,0
Takanori Gomi,Diego Sanchez,-327,251,0.765807962529274,0.2849002849002849,-312,236,-15,15,0.48090767762898906,UFC on FUEL TV: Silva vs. Stann ,Synthetic,1,0,1,0
Yushin Okami,Hector Lombard,-186,150,0.6503496503496503,0.4,-199,163,13,-13,0.2503496503496503,UFC on FUEL TV: Silva vs. Stann ,Synthetic,1,0,0,0
Mizuto Hirota,Rani Yahya,-176,142,0.6376811594202898,0.4132231404958678,-175,141,-1,1,0.22445801892442202,UFC on FUEL TV: Silva vs. Stann ,Synthetic,1,0,0,0
Dong Hyun Kim,Siyar Bahadurzada,290,-386,0.2564102564102564,0.7942386831275721,272,-368,18,-18,0.5378284267173157,UFC on FUEL TV: Silva vs. Stann ,Synthetic,0,0,1,0
Riki Fukuda,Brad Tavares,-274,215,0.732620320855615,0.31746031746031744,-302,243,28,-28,0.41516000339529757,UFC on FUEL TV: Silva vs. Stann ,Synthetic,1,0,1,0
Takeya Mizugaki,Bryan Caraway,-328,252,0.7663551401869159,0.2840909090909091,-324,248,-4,4,0.48226423109600675,UFC on FUEL TV: Silva vs. Stann ,Synthetic,1,0,1,0
Cristiano Marcello,Kazuki Tokudome,-389,292,0.7955010224948875,0.25510204081632654,-386,289,-3,3,0.540398981678561,UFC on FUEL TV: Silva vs. Stann ,Synthetic,1,0,1,0
Alex Caceres,Kyung Ho Kang,-202,162,0.6688741721854304,0.3816793893129771,-211,171,9,-9,0.2871947828724533,UFC on FUEL TV: Silva vs. Stann ,Synthetic,1,0,0,0
Marcelo Guimaraes,Hyun Gyu Lim,134,-166,0.42735042735042733,0.6240601503759399,119,-151,15,-15,0.19670972302551254,UFC on FUEL TV: Silva vs. Stann ,Synthetic,0,0,0,0
Ronda Rousey,Liz Carmouche,239,-309,0.2949852507374631,0.7555012224938875,266,-336,-27,27,0.4605159717564244,UFC 157: Rousey vs Carmouche ,Synthetic,0,0,1,0
Lyoto Machida,Dan Henderson,-178,144,0.6402877697841727,0.4098360655737705,-192,158,14,-14,0.23045170421040218,UFC 157: Rousey vs Carmouche ,Synthetic,1,0,0,0
Urijah Faber,Ivan Menjivar,-322,248,0.7630331753554502,0.28735632183908044,-336,262,14,-14,0.4756768535163698,UFC 157: Rousey vs Carmouche ,Synthetic,1,0,1,0
Court McGee,Josh Neer,290,-386,0.2564102564102564,0.7942386831275721,315,-411,-25,25,0.5378284267173157,UFC 157: Rousey vs Carmouche ,Synthetic,0,0,1,0
Josh Koscheck,Robbie Lawler,-161,130,0.6168582375478927,0.43478260869565216,-146,115,-15,15,0.18207562885224055,UFC 157: Rousey vs Carmouche ,Synthetic,1,0,0,0
Brendan Schaub,Lavar Johnson,-309,239,0.7555012224938875,0.2949852507374631,-306,236,-3,3,0.4605159717564244,UFC 157: Rousey vs Carmouche ,Synthetic,1,0,1,0
Michael Chiesa,Anton Kuivanen,181,-227,0.35587188612099646,0.6941896024464832,164,-210,17,-17,0.33831771632548674,UFC 157: Rousey vs Carmouche ,Synthetic,0,0,0,0
