fighter1_name,fighter2_name,event_date,f1_avg_search_7d,f1_avg_search_30d,f1_peak_search_7d,f1_trend_direction,f2_avg_search_7d,f2_avg_search_30d,f2_peak_search_7d,f2_trend_direction,combined_buzz_7d,combined_buzz_30d,max_peak_search,buzz_differential
Josh Koscheck,Jonathan Goulet,2025-03-08 18:30:34.589499,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Martin Kampmann,Crafton Wallace,2025-06-21 18:30:34.614395,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Joe Riggs,Jason Von Flue,2025-01-11 18:30:34.639706,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jake O'Brien,Kristof Midoux,2025-05-13 18:30:34.663109,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Forrest Petz,Sammy Morgan,2025-02-08 18:30:34.688608,25.0,25.0,30,0,29.0,43.5,29,1,54.0,68.5,30,4.0
Anthony Torres,Pat Healy,2025-07-28 18:30:34.720116,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tim Sylvia,Andrei Arlovski,2025-05-19 18:30:34.744009,26.0,30.4,26,-1,25.0,25.0,30,0,51.0,55.4,30,1.0
Joshua Burkman,Josh Neer,2025-02-12 18:30:34.769961,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tito Ortiz,Ken Shamrock,2025-02-10 18:30:34.793225,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Frank Mir,Dan Christison,2025-07-16 18:30:34.813835,36.0,32.25,36,1,25.0,25.0,30,0,61.0,57.25,36,11.0
Joe Stevenson,Yves Edwards,2025-02-22 18:30:34.838002,25.0,25.0,30,0,31.0,36.25,31,1,56.0,61.25,31,6.0
Hermes Franca,Joe Jordan,2025-04-06 18:30:34.864422,26.0,25.8,26,-1,25.0,25.0,30,0,51.0,50.8,30,1.0
Jeff Monson,Anthony Perosh,2025-07-29 18:30:34.886483,0.0,12.0,0,-1,16.0,22.0,16,-1,16.0,34.0,16,16.0
Cheick Kongo,Gilbert Aldana,2025-09-13 18:30:34.916269,25.0,25.0,30,0,35.0,43.5,35,-1,60.0,68.5,35,10.0
Drew Fickett,Kurt Pellegrino,2025-11-25 18:30:34.940465,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jonathan Goulet,Luke Cummo,2025-03-29 18:30:34.964770,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Anderson Silva,Chris Leben,2025-05-21 18:30:34.987831,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rashad Evans,Stephan Bonnar,2025-10-04 18:30:35.008283,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Mark Hominick,Jorge Gurgel,2025-03-03 18:30:35.027818,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Josh Koscheck,Dave Menne,2025-07-15 18:30:35.057266,25.0,25.0,30,0,15.0,16.75,15,1,40.0,41.75,30,10.0
Jason Lambert,Branden Lee Hinkle,2025-11-22 18:30:35.080914,25.0,25.0,30,0,17.0,15.0,17,-1,42.0,40.0,30,8.0
Jon Fitch,Thiago Alves,2025-01-22 18:30:35.103941,32.0,22.75,32,1,13.0,17.75,13,-1,45.0,40.5,32,19.0
Rob MacDonald,Kristian Rothaermel,2025-03-15 18:30:35.128379,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jorge Santiago,Justin Levens,2025-08-02 18:30:35.152319,25.0,25.0,30,0,15.0,24.0,15,-1,40.0,49.0,30,10.0
Kenny Florian,Sam Stout,2025-01-19 18:30:35.174963,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Michael Bisping,Josh Haynes,2025-09-18 18:30:35.197647,25.0,25.0,30,0,10.0,6.0,10,-1,35.0,31.0,30,15.0
Kendall Grove,Ed Herman,2025-01-26 18:30:35.224207,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Keith Jardine,Wilson Gouveia,2025-03-15 18:30:35.244781,25.0,25.0,30,0,16.0,16.5,16,1,41.0,41.5,30,9.0
Rory Singer,Ross Pointon,2025-02-07 18:30:35.269906,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kalib Starnes,Danny Abbadi,2025-09-14 18:30:35.292018,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Luigi Fioravanti,Solomon Hutcherson,2025-01-11 18:30:35.313840,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Matt Hamill,Jesse Forbes,2025-05-24 18:30:35.334864,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Mike Nickels,Wes Combs,2025-11-14 18:30:35.354986,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Matt Hughes,Royce Gracie,2025-09-09 18:30:35.379003,25.0,25.0,30,0,45.0,45.5,45,1,70.0,70.5,45,20.0
Dean Lister,Alessio Sakara,2025-06-18 18:30:35.402112,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Diego Sanchez,John Alessio,2025-04-21 18:30:35.421756,26.0,25.0,26,1,25.0,25.0,30,0,51.0,50.0,30,1.0
Brandon Vera,Assuerio Silva,2024-12-14 18:30:35.446600,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Mike Swick,Joe Riggs,2025-01-28 18:30:35.468757,14.0,16.5,14,-1,25.0,25.0,30,0,39.0,41.5,30,11.0
Jeremy Horn,Chael Sonnen,2025-05-28 18:30:35.492159,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Spencer Fisher,Matt Wiman,2025-07-25 18:30:35.513778,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Gabriel Gonzaga,Fabiano Scherner,2025-04-21 18:30:35.536781,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Melvin Guillard,Rick Davis,2025-08-26 18:30:35.559888,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tim Sylvia,Andrei Arlovski,2024-12-21 18:30:35.579466,22.0,26.0,22,1,25.0,25.0,30,0,47.0,51.0,30,3.0
Sean Sherk,Nick Diaz,2025-07-13 18:30:35.602696,25.0,25.0,30,0,59.0,46.4,59,1,84.0,71.4,59,34.0
Tito Ortiz,Forrest Griffin,2025-07-02 18:30:35.626456,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Evan Tanner,Justin Levens,2025-02-24 18:30:35.650887,25.0,25.0,30,0,27.0,25.8,27,-1,52.0,50.8,30,2.0
Jeff Monson,Marcio Cruz,2025-12-03 18:30:35.676179,26.0,9.25,26,1,25.0,25.0,30,0,51.0,34.25,30,1.0
Karo Parisyan,Nick Thompson,2025-10-25 18:30:35.702223,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
David Terrell,Scott Smith,2025-02-03 18:30:35.726357,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jason Lambert,Terry Martin,2025-09-18 18:30:35.754095,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Thiago Alves,Derrick Noble,2025-05-20 18:30:35.777921,8.0,9.25,8,1,25.0,25.0,30,0,33.0,34.25,30,17.0
Stephan Bonnar,Keith Jardine,2025-07-14 18:30:35.802254,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rashad Evans,Sam Hoger,2025-07-02 18:30:35.825442,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Josh Neer,Joe Stevenson,2025-08-08 18:30:35.848083,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Chris Leben,Luigi Fioravanti,2025-05-25 18:30:35.873131,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Luke Cummo,Jason Von Flue,2025-11-23 18:30:35.904286,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jon Fitch,Joshua Burkman,2025-07-12 18:30:35.930618,38.0,23.75,38,1,25.0,25.0,30,0,63.0,48.75,38,13.0
Dan Christison,Brad Imes,2025-06-11 18:30:35.964782,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Josh Koscheck,Ansar Chalangov,2025-01-04 18:30:35.991578,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Chael Sonnen,Trevor Prangley,2025-04-11 18:30:36.016858,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rich Franklin,David Loiseau,2025-07-13 18:30:36.040699,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Mike Swick,Steve Vigneault,2024-12-23 18:30:36.062832,29.0,20.8,29,1,37.0,22.0,37,1,66.0,42.8,37,8.0
Georges St-Pierre,BJ Penn,2025-01-26 18:30:36.088804,25.0,25.0,30,0,40.0,36.2,40,1,65.0,61.2,40,15.0
Nate Marquardt,Joe Doerksen,2025-11-18 18:30:36.113738,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Mark Hominick,Yves Edwards,2025-11-01 18:30:36.136283,25.0,25.0,30,0,35.0,40.25,35,-1,60.0,65.25,35,10.0
Sam Stout,Spencer Fisher,2025-04-22 18:30:36.159992,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jason Lambert,Rob MacDonald,2025-08-25 18:30:36.186054,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tom Murphy,Icho Larenas,2025-05-26 18:30:36.209225,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Chuck Liddell,Randy Couture,2025-11-23 18:30:36.231459,25.0,25.0,30,0,8.0,12.2,8,-1,33.0,37.2,30,17.0
Brandon Vera,Justin Eilers,2025-05-08 18:30:36.255697,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Marcio Cruz,Frank Mir,2025-09-16 18:30:36.277744,25.0,25.0,30,0,13.0,18.5,13,-1,38.0,43.5,30,12.0
Renato Sobral,Mike van Arsdale,2025-07-08 18:30:36.301139,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Joe Riggs,Nick Diaz,2025-03-03 18:30:36.322836,25.0,25.0,30,0,31.0,23.0,31,1,56.0,48.0,31,6.0
Alessio Sakara,Elvis Sinosic,2024-12-22 18:30:36.346615,25.0,25.0,30,0,10.0,13.8,10,1,35.0,38.8,30,15.0
Paul Buentello,Gilbert Aldana,2025-08-07 18:30:36.365320,25.0,25.0,30,0,57.0,49.5,57,-1,82.0,74.5,57,32.0
Jeff Monson,Branden Lee Hinkle,2025-06-23 18:30:36.390149,16.0,13.6,16,-1,16.0,16.4,16,-1,32.0,30.0,16,0.0
Keith Jardine,Mike Whitehead,2025-04-23 18:30:36.416349,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tim Sylvia,Assuerio Silva,2025-08-13 18:30:36.441560,0.0,16.25,0,-1,25.0,25.0,30,0,25.0,41.25,30,25.0
Stephan Bonnar,James Irvin,2025-04-14 18:30:36.469922,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Joshua Burkman,Drew Fickett,2025-02-09 18:30:36.498202,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Chris Leben,Jorge Rivera,2025-02-23 18:30:36.521651,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Josh Neer,Melvin Guillard,2025-11-26 18:30:36.541848,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Duane Ludwig,Jonathan Goulet,2025-07-12 18:30:36.574936,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Spencer Fisher,Aaron Riley,2025-02-18 18:30:36.602996,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jason Von Flue,Alex Karalexis,2025-10-04 18:30:36.629490,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rich Franklin,Nate Quarry,2025-02-17 18:30:36.656899,25.0,25.0,30,0,33.0,26.8,33,1,58.0,51.8,33,8.0
Gabriel Gonzaga,Kevin Jordan,2025-11-08 18:30:36.685776,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Matt Hughes,Joe Riggs,2025-02-15 18:30:36.708806,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Georges St-Pierre,Sean Sherk,2025-03-01 18:30:36.732010,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jeremy Horn,Trevor Prangley,2025-08-22 18:30:36.754729,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Sam Hoger,Jeff Newton,2025-09-09 18:30:36.777989,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Thiago Alves,Ansar Chalangov,2025-08-31 18:30:36.803471,26.0,19.6,26,-1,25.0,25.0,30,0,51.0,44.6,30,1.0
Nick Thompson,Keith Wisniewski,2025-08-11 18:30:36.826938,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Diego Sanchez,Nick Diaz,2025-03-19 18:30:36.855727,33.0,31.75,33,-1,59.0,42.75,59,1,92.0,74.5,59,26.0
Rashad Evans,Brad Imes,2025-02-27 18:30:36.880505,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Joe Stevenson,Luke Cummo,2025-08-23 18:30:36.904090,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kenny Florian,Kit Cope,2025-05-12 18:30:36.928426,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Joshua Burkman,Sammy Morgan,2025-07-17 18:30:36.950893,25.0,25.0,30,0,32.0,45.25,32,1,57.0,70.25,32,7.0
Melvin Guillard,Marcus Davis,2025-06-24 18:30:36.976978,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Keith Jardine,Kerry Schall,2025-08-19 18:30:36.996167,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Andrei Arlovski,Paul Buentello,2025-03-06 18:30:37.019857,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Branden Lee Hinkle,Sean Gannon,2025-02-05 18:30:37.043317,15.0,13.25,15,-1,25.0,25.0,30,0,40.0,38.25,30,10.0
Forrest Griffin,Elvis Sinosic,2025-02-08 18:30:37.063678,25.0,25.0,30,0,12.0,11.0,12,1,37.0,36.0,30,13.0
Renato Sobral,Chael Sonnen,2025-05-30 18:30:37.088442,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Joe Riggs,Chris Lytle,2024-12-30 18:30:37.115156,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jorge Rivera,Dennis Hallman,2025-10-16 18:30:37.135759,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Marcio Cruz,Keigo Kunihara,2025-04-02 18:30:37.163209,25.0,25.0,30,0,31.0,26.5,31,-1,56.0,51.5,31,6.0
Alessio Sakara,Ron Faircloth,2025-07-16 18:30:37.189059,25.0,25.0,30,0,4.0,34.0,4,1,29.0,59.0,30,21.0
David Loiseau,Evan Tanner,2025-04-21 18:30:37.214412,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Chris Leben,Edwin DeWees,2025-03-01 18:30:37.235385,25.0,25.0,30,0,19.0,39.0,19,-1,44.0,64.0,30,6.0
Brandon Vera,Fabiano Scherner,2025-08-19 18:30:37.262207,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Drew Fickett,Josh Koscheck,2025-04-02 18:30:37.286414,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Spencer Fisher,Thiago Alves,2025-07-19 18:30:37.310324,25.0,25.0,30,0,31.0,19.25,31,1,56.0,44.25,31,6.0
Jon Fitch,Brock Larson,2025-11-24 18:30:37.335634,14.0,24.0,14,-1,25.0,25.0,30,0,39.0,49.0,30,11.0
Jonathan Goulet,Jay Hieron,2025-03-06 18:30:37.359132,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Chuck Liddell,Jeremy Horn,2025-01-13 18:30:37.383471,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tim Sylvia,Tra Telligman,2025-10-17 18:30:37.408853,38.0,29.0,38,1,25.0,25.0,30,0,63.0,54.0,38,13.0
Randy Couture,Mike van Arsdale,2025-10-07 18:30:37.433512,11.0,7.5,11,1,25.0,25.0,30,0,36.0,32.5,30,14.0
Diego Sanchez,Brian Gassaway,2025-11-03 18:30:37.456077,26.0,29.6,26,-1,25.0,25.0,30,0,51.0,54.6,30,1.0
Georges St-Pierre,Frank Trigg,2025-11-18 18:30:37.479235,25.0,25.0,30,0,27.0,23.25,27,1,52.0,48.25,30,2.0
Matt Lindland,Joe Doerksen,2025-01-07 18:30:37.503357,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Trevor Prangley,Travis Lutter,2025-10-20 18:30:37.524870,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
James Irvin,Terry Martin,2025-09-30 18:30:37.549302,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Nate Marquardt,Ivan Salaverry,2025-06-25 18:30:37.571137,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Chris Leben,Patrick Cote,2025-06-07 18:30:37.593922,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Stephan Bonnar,Sam Hoger,2025-01-19 18:30:37.615866,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Nate Quarry,Pete Sell,2025-09-22 18:30:37.637440,29.0,26.4,29,-1,25.0,25.0,30,0,54.0,51.4,30,4.0
Josh Koscheck,Pete Spratt,2025-10-07 18:30:37.661665,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Mike Swick,Gideon Ray,2025-11-04 18:30:37.685750,33.0,28.0,33,1,25.0,25.0,30,0,58.0,53.0,33,8.0
Kenny Florian,Alex Karalexis,2025-01-19 18:30:37.710843,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Drew Fickett,Josh Neer,2024-12-07 18:30:37.734534,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Andrei Arlovski,Justin Eilers,2025-10-18 18:30:37.757967,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Karo Parisyan,Matt Serra,2025-05-19 18:30:37.780964,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rich Franklin,Evan Tanner,2025-04-28 18:30:37.801756,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Forrest Griffin,Bill Mahood,2025-02-05 18:30:37.825442,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Paul Buentello,Kevin Jordan,2025-01-30 18:30:37.849245,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Nate Quarry,Shonie Carter,2025-01-31 18:30:37.871907,31.0,29.5,31,-1,25.0,25.0,30,0,56.0,54.5,31,6.0
David Loiseau,Charles McCarthy,2025-10-19 18:30:37.897161,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Nick Diaz,Koji Oishi,2025-06-25 18:30:37.920057,20.0,33.75,20,-1,25.0,25.0,30,0,45.0,58.75,30,5.0
Chuck Liddell,Randy Couture,2025-08-11 18:30:37.944228,25.0,25.0,30,0,8.0,9.8,8,-1,33.0,34.8,30,17.0
Renato Sobral,Travis Wiuff,2025-06-06 18:30:37.970498,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Matt Hughes,Frank Trigg,2025-03-10 18:30:37.995129,25.0,25.0,30,0,23.0,20.8,23,-1,48.0,45.8,30,2.0
Matt Lindland,Travis Lutter,2024-12-30 18:30:38.018614,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Georges St-Pierre,Jason Miller,2025-09-27 18:30:38.041651,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ivan Salaverry,Joe Riggs,2025-08-12 18:30:38.070224,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Joe Doerksen,Patrick Cote,2024-12-12 18:30:38.094412,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Mike van Arsdale,John Marsh,2025-08-12 18:30:38.124579,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rich Franklin,Ken Shamrock,2025-06-14 18:30:38.154917,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Forrest Griffin,Stephan Bonnar,2025-02-03 18:30:38.179635,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Diego Sanchez,Kenny Florian,2025-06-03 18:30:38.203460,24.0,26.25,24,1,25.0,25.0,30,0,49.0,51.25,30,1.0
Sam Hoger,Bobby Southworth,2025-02-15 18:30:38.227594,25.0,25.0,30,0,9.0,10.0,9,-1,34.0,35.0,30,16.0
Chris Leben,Jason Thacker,2025-01-30 18:30:38.250268,25.0,25.0,30,0,13.0,14.0,13,-1,38.0,39.0,30,12.0
Josh Koscheck,Chris Sanford,2025-05-20 18:30:38.274040,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Nate Quarry,Lodune Sincaid,2025-04-17 18:30:38.292602,26.0,26.5,26,1,25.0,25.0,30,0,51.0,51.5,30,1.0
Mike Swick,Alex Schoenauer,2025-03-04 18:30:38.320197,27.0,26.0,27,1,25.0,25.0,30,0,52.0,51.0,30,2.0
Alex Karalexis,Josh Rafferty,2025-08-09 18:30:38.344002,25.0,25.0,30,0,25.0,36.5,25,-1,50.0,61.5,30,0.0
Tito Ortiz,Vitor Belfort,2025-10-24 18:30:38.366914,25.0,25.0,30,0,0.0,33.5,0,1,25.0,58.5,30,25.0
Pete Sell,Phil Baroni,2025-10-08 18:30:38.391152,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Andrei Arlovski,Tim Sylvia,2025-08-24 18:30:38.414524,25.0,25.0,30,0,14.0,19.8,14,-1,39.0,44.8,30,11.0
Evan Tanner,David Terrell,2025-06-30 18:30:38.434553,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Paul Buentello,Justin Eilers,2025-02-15 18:30:38.456188,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Mike Kyle,James Irvin,2025-10-16 18:30:38.481027,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
David Loiseau,Gideon Ray,2025-10-06 18:30:38.502418,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Karo Parisyan,Chris Lytle,2025-02-13 18:30:38.522990,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Nick Diaz,Drew Fickett,2025-01-16 18:30:38.548757,60.0,42.25,60,-1,25.0,25.0,30,0,85.0,67.25,60,35.0
Tito Ortiz,Patrick Cote,2025-01-15 18:30:38.571874,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rich Franklin,Jorge Rivera,2025-08-11 18:30:38.595163,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Matt Hughes,Georges St-Pierre,2024-12-25 18:30:38.614415,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Frank Trigg,Renato Verissimo,2025-06-20 18:30:38.640011,25.0,27.5,25,-1,32.0,36.75,32,-1,57.0,64.25,32,7.0
Evan Tanner,Robbie Lawler,2025-08-02 18:30:38.663136,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ivan Salaverry,Tony Fryklund,2025-01-24 18:30:38.687111,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Travis Lutter,Marvin Eastman,2025-07-16 18:30:38.710886,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Randy Couture,Vitor Belfort,2025-08-07 18:30:38.735620,4.0,10.25,4,-1,42.0,27.0,42,1,46.0,37.25,42,38.0
Joe Riggs,Joe Doerksen,2025-07-28 18:30:38.763283,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Chuck Liddell,Vernon White,2025-04-26 18:30:38.785657,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
David Terrell,Matt Lindland,2025-09-02 18:30:38.807812,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Justin Eilers,Mike Kyle,2025-12-01 18:30:38.832810,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Chris Lytle,Ronald Jhun,2025-08-15 18:30:38.856336,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Karo Parisyan,Nick Diaz,2025-10-07 18:30:38.877070,25.0,25.0,30,0,40.0,50.75,40,-1,65.0,75.75,40,15.0
Yves Edwards,Josh Thomson,2025-05-15 18:30:38.900892,48.0,40.75,48,1,25.0,25.0,30,0,73.0,65.75,48,23.0
Ken Shamrock,Kimo Leopoldo,2025-10-05 18:30:38.928241,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Frank Trigg,Dennis Hallman,2025-10-24 18:30:38.948601,22.0,25.0,22,-1,25.0,25.0,30,0,47.0,50.0,30,3.0
Frank Mir,Tim Sylvia,2025-08-23 18:30:38.976519,19.0,19.75,19,1,43.0,21.25,43,1,62.0,41.0,43,24.0
Matt Hughes,Renato Verissimo,2025-09-04 18:30:39.001694,25.0,25.0,30,0,54.0,45.0,54,-1,79.0,70.0,54,29.0
Evan Tanner,Phil Baroni,2025-09-25 18:30:39.025879,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Matt Serra,Ivan Menjivar,2025-03-30 18:30:39.044044,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Georges St-Pierre,Jay Hieron,2025-03-22 18:30:39.071451,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Trevor Prangley,Curtis Stout,2025-04-02 18:30:39.095743,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Chuck Liddell,Tito Ortiz,2025-08-18 18:30:39.118411,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Chris Lytle,Tiki Ghosn,2025-03-01 18:30:39.141057,25.0,25.0,30,0,14.0,14.75,14,1,39.0,39.75,30,11.0
Yves Edwards,Hermes Franca,2025-06-17 18:30:39.167077,33.0,32.5,33,1,24.0,33.25,24,-1,57.0,65.75,33,9.0
Andrei Arlovski,Wesley Correira,2024-12-12 18:30:39.189593,25.0,25.0,30,0,24.0,26.25,24,1,49.0,51.25,30,1.0
Nick Diaz,Robbie Lawler,2025-09-30 18:30:39.217841,58.0,48.75,58,1,25.0,25.0,30,0,83.0,73.75,58,33.0
Mike Kyle,Wes Sims,2025-06-01 18:30:39.240330,25.0,25.0,30,0,45.0,47.0,45,-1,70.0,72.0,45,20.0
